,body,target
886," Transport minister Chris Grayling will sign an agreement with Switzerland on Monday to ensure air services continue to operate between the two countries after Brexit. Britain is due to leave the European Union in March next year, but uncertainty over how, or even if, Brexit will happen has increased the possibility of the country exiting without a deal on departure terms - a scenario that some companies said would usher in chaos. “The UK aviation sector is the biggest in Europe and will play an even more crucial role as we further develop as an outward looking global nation,” Grayling said in a statement. “These agreements will ensure Britain continues to prosper as we leave the EU and I’m confident the UK will reach a mutually beneficial deal, whilst we continue to prepare for all eventualities.” His department said the new bilateral deal guaranteed the terms of the current EU-Switzerland agreement on air services, safeguarding the route that carried 6.8 million passengers by air in 2017. The government is also launching the Aviation 2050 consultation, which proposes new measures including commitments to signing more air service agreements, the department said. “Our aviation sector is world-leading and the Aviation 2050 strategy will promote success in the coming decades,” Liz Sugg, aviation minister, said. “Our ambition is to expand our international connections, boost trade and investment and strengthening domestic links to support businesses and travelling passengers.”",0
887," Around two dozen masked youths attacked a group of Bangladeshi reporters with hockey sticks and batons, injuring about 10 of them, when they were resting at a hotel after covering an election rally, the journalists said on Tuesday. The incident, which occurred late on Monday in the town of Nawabgonj about 40 km (25 miles) from the capital Dhaka, is the latest in a series of violent attacks that have marred campaigning for a national election on Dec. 30. The youths, whose identity remains unclear, also smashed hotel windows and vandalised more than a dozen vehicles belonging to media outlets or privately owned, the journalists said. “Some of us had to take shelter inside the toilet out of fear,” Abdullah Tuhin, a journalist with a local TV channel, told Reuters. “The attackers threatened our colleagues and asked us to leave the place immediately or face serious consequences.” Dhaka Reporters Unity, a union body, said many of its members had been “seriously injured” in the assault. Reuters could not immediately confirm the nature of the injuries. Dhaka district’s top police official, Shah Mizan, said a police team sent to the hotel after the incident had not been able to immediately determine who the attackers were. No arrests have so far been made in the case. Opposition parties have complained of violent attacks against their workers by ruling party activists and the arrests of candidates on what they say are trumped-up charges during the election campaign. Prime Minister Sheikh Hasina’s Awami League, which is seeking a third straight term in power, has denied accusations of trying to intimidate opposition candidates and journalists. One opposition lawmaker, Salma Islam, whose husband owns a leading newspaper and a TV channel, said she would file a police complaint soon over the hotel attack. “It’s unfortunate and unwanted. They also tore off my banners. We will lodge a written complaint,” said Islam, who is contesting the election as an independent after quitting her Jatiya Party, which is part of the ruling coalition. While Hasina’s administration has won plaudits globally for welcoming hundreds of thousands of Rohingya refugees fleeing persecution in neighbouring Myanmar, critics accuse her of cracking down on free speech and adopting an increasingly authoritarian style. In interviews Reuters conducted with 32 local journalists and editors in recent weeks, the vast majority said a recent strengthening of defamation laws had spread a climate of fear in Bangladesh’s media. The government denies freedom of speech is under attack in the country of 165 million people. Reporting By Serajul Quadir; Writing by Krishna N. Das; Editing by Gareth Jones All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
888," It was a solemn Christmas for the congregation in Indonesia’s Carita, a seaside town left reeling from the tsunami that has killed over 400 people and devastated the western coast of Java, as many churchgoers have fled the area for fear of further disasters. Instead of holding festivities and exchanging presents, Pastor Rusman Anita Sitorus led a tearful vigil at a mass in her small church. “We were planning on holding a Christmas celebration every year, but this year is different due to the tsunami,” Sitorus said, as churchgoers lit candles and cried while praying. The occurrence of the disaster during the Christmas season evoked memories of the Indian Ocean tsunami triggered by an earthquake on Dec. 26, 2004, which killed 226,000 people in 14 countries, including more than 120,000 in Indonesia. Thick ash clouds continued to spew from nearby Anak Krakatau, a volcanic island where a crater collapse on Saturday sent waves smashing into coastal areas on both sides of the Sunda Strait between the islands of Sumatra and Java. At least 429 people were killed and more than 1,400 injured, and 154 people remain missing. Thousands of residents have had to move to higher ground, and officials have extended their high-tide warning to Wednesday. Sitorus said the congregation was much smaller than usual. But residents like Nikson Sihombing, now staying in a temporary evacuation centre, attended. “We usually celebrate with joy and festivities, but with the tsunami, we can only pray humbly and not celebrate much for this year’s Christmas,” he said. Indonesia has the world’s largest Muslim population and is also home to sizeable Christian, Hindu and Buddhist minorities. Writing by Kanupriya Kapoor; Editing by Hugh Lawson All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
889," Iraqi Christians quietly celebrated Christmas on Tuesday amid improved security, more than a year after the country declared victory over Islamic State militants who threatened to end their 2,000-year history in Iraq. Christianity in Iraq dates back to the first century of the Christian era, when the apostles Thomas and Thaddeus are believed to have preached the Gospel on the fertile flood plains of the rivers Tigris and Euphrates. Iraq is home to many different eastern rite churches, both Catholic and Orthodox, traditionally a sign of the country’s ethnic and religious diversity. But war and sectarian conflict shrank Iraq’s Christian population from 1.5 million to about 400,000 after the U.S.-led invasion in 2003. Following the onslaught of Islamic State in 2014 and the brutal three-year war that followed their numbers have fallen further, though it is not known exactly by how much. In Baghdad, Christians celebrated mass on Tuesday morning — declared a national holiday by government — in churches decorated for Christmas. Once fearful, they said they were now hopeful, since conditions had improved. “Of course we can say the security situation is better than in previous years,” said Father Basilius, leader of the St George Chaldean Church in Baghdad where more than a hundred congregants attended Christmas mass. “We enjoy security and stability mainly in Baghdad. In addition, Daesh was beaten,” he said, using the Arabic acronym for Islamic State. Iraq declared victory over the militants more than a year ago, but the damage done to Christian enclaves on the Nineveh Plains has been extensive. In Qaraqosh, a town also known as Hamdaniya which lies 15 km (10 miles) west of Mosul, the damage is still visible. At the city’s Immaculate Church, which belongs to the Syrian Catholic denomination and has not yet been rebuilt since the militants set it on fire in 2014, Christians gathered for midnight mass on Monday, surrounded by blackened walls still tagged with Islamic State graffiti. Dozens of worshippers prayed and received communion, and then gathered around the traditional bonfire in the church’s courtyard. Before the militant onslaught, Qaraqosh was the largest Christian settlement in Iraq, with a population of more than 50,000. But today only a few hundred families have returned. Faced with a choice to convert, pay a tax or die, many Christians in the Nineveh Plains fled to nearby towns and cities and some eventually moved abroad. Some have since returned, Father Butros said, adding: “We hope that all displaced families will return.”",0
890," When Ali Kerdi, who has impaired speech and hearing, was a teenager, he would look on curiously as his mother kneaded and baked their homemade bread. Years later, he would do the same as he worked as a cleaner at a center in southern Lebanon where people with special needs were being taught how to make German bread. Now, at 35, Kerdi is in charge, running the bakery with two other special needs employees. “First, they wanted to teach me sewing, then carpentry, then I was running errands. But I would watch them as I worked. If I touched the dough, they would tell me to go away,” said Kerdi, who never gave up on his dream of learning to bake. On a rainy day in December, Kerdi and his team were busy making Stollen, rye bread with fruits and nuts that is a Christmas staple in Germany. The bakery, on the ground floor of the Mosan center for special needs students, began operating in 2003 after a German charity - Bread Against Misery - donated second-hand baking equipment from Germany. Three German bakers came for three months to teach the staff how to operate the equipment and the principles of making bread the German way. Kerdi now trains a group of students on how to make a variety of German breads that were previously alien to their area of southern Lebanon. “The main aim of the project was to train them how to make bread, it was not to open a business,” said Ali Charafeddine, director of the Mosan center, which currently has 175 special needs students. But the bakery has become popular among locals and expatriates - even including some U.N. peacekeepers - and its bread and biscuit products are neatly stacked outside for sale. The bakery provides a taste of home for Maria, a foreigner who has been living in Lebanon for seven years. “This bread is baked in my country, it tastes like from my home. It’s very nice,” she said, adding that she will not be going home to Belarus for Christmas this year. Kerdi says his journey toward running the bakery has been a special source of pride because his income supports his family. “People were surprised that I was baking. It was the first time they saw this kind of bread. Now they know me as the one who learned here and then became the boss,” he said as he showed a student how to fold a pretzel.",0
891," China has detected the African swine fever virus in some protein powders made using pork blood and manufactured by a Tianjin-based company, the General Administration of Customs said in a statement on Tuesday. The raw material for the 73.93 tonnes of contaminated protein products, mainly used in animal feed, came from 12 slaughter houses in Tianjin, the administration said. The case comes despite China in September banning the use of food waste and pig blood as a raw material in the production of feed for pigs, in a bid to halt the spread of the disease. China has already reported more than 90 cases of African swine fever, which is deadly for pigs but does not harm humans, since it was first detected in the country in early August. The protein products were made by a subsidiary of Tianjin Baodi Agri & Tech Co Ltd, which has operations running from hog breeding and cooked meat production to biochemical production. The customs administration also issued an alert, valid for six months, to strengthen testing for the African swine fever virus in exports of such products and warned farms in Hong Kong and Macau to tighten their checks on animal feed imports.",0
892," Turkish President Tayyip Erdogan told reporters on Tuesday that he will most probably meet with Russian President Vladimir Putin to discuss U.S. withdrawal from Syria. He did not disclose the timing of the meeting. Turkey’s Foreign Minister Mevlut Cavusoglu will travel to Russia in the coming days to discuss the same issue, broadcaster CNN Turk quoted him as saying on Tuesday. On Monday, Erdogan’s spokesman said Turkey would increase coordination with Russia in Syria following the U.S. decision to withdraw.",0
893," Russia’s President Vladimir Putin does not have immediate plans to meet with Turkish President Tayyip Erdogan, Kremlin spokesman Dmitry Peskov said on Tuesday. Earlier on Tuesday, Erdogan told reporters he would most probably meet with Putin to discuss the U.S. withdrawal from Syria.",0
894," At least five people were killed and 21 others injured after a man carrying a knife hijacked a bus in the southeastern Chinese city of Longyan in Fujian province on Tuesday, police said. Longyan police said in a statement that the bus was hijacked mid-afternoon and hit pedestrians along the way as it careened down the street. Police have detained the suspect and case is being investigated, the statement said, without giving details. Pictures on Chinese social media, picked up by some Chinese news outlets, showed a chaotic scene on the street, with crushed motor-bikes and injured people on the ground. One video showed police apparently wrestling the suspect to the ground. Reuters was not able to independently verify the footage.",0
895," Israeli Prime Minister Benjamin Netanyahu will easily win a snap election set for April 9, according to an opinion poll on Tuesday, the first to be published since the ballot was announced. Netanyahu announced the early election on Monday, appealing directly to voters for a fresh political mandate that could help him weather possible charges in corruption investigations. An election had not been due until November 2019. The survey, published in Israel’s Maariv newspaper, showed Netanyahu’s Likud party winning 30 of parliament’s 120 seats, the same number it took in the last election in 2015, and a governing majority for a Likud-led right-wing coalition bloc. The closest challenger, the poll said, was a hypothetical party led by former Israeli army chief Benny Gantz, who has been widely touted as a potential centre-left candidate. Gantz has not publicly declared a political affiliation or any intention to run. The centre-left Yesh Atid party led by Yair Lapid came in third in the survey, with 12 seats compared with 11 in the current parliament. Netanyahu is enmeshed in three graft cases and denies any wrongdoing. He is awaiting a decision by Israel’s attorney-general on whether to accept police recommendations to bring criminal charges against him. The indictment decision had been expected within weeks, but some Israeli media reports said the attorney general could opt to delay the move out of concern he might influence the outcome of the election. The Justice Ministry said on Monday, after the early election was announced, that work on the cases would continue “independent of political events”. Commentary accompanying the Maariv poll said that if Netanyahu wins the election, he should be able to able to fulfil a pledge he made on Monday to form a right-wing government similar to the one he currently leads. The poll predicted that Netanyahu, now in his fourth term, could control at least 63 parliamentary seats, two more than his coalition now holds. It surveyed 502 Israeli Jews and Arabs and had a margin of error of 4.3 percentage points. Other recent polls have shown Netanyahu has remained popular among Israelis despite the investigations against him. Netanyahu has focused in recent speeches on what he called his main achievements in meeting security challenges posed by Iran and Palestinian militants, building a strong economy and pursuing diplomatic outreach with Arab states in the Gulf that share Israel’s concerns about Tehran.",0
896," A U.S. court on Monday ordered Pyongyang to pay $501 million in damages for the torture and death of U.S. college student Otto Warmbier, who died in 2017 shortly after being released from a North Korea prison. Warmbier’s parents sued North Korea in April over their son’s death. The 22-year-old student died days after he was returned to the United States in a coma, and an Ohio coroner said the cause of death was lack of oxygen and blood to the brain. “North Korea is liable for the torture, hostage taking, and extrajudicial killing of Otto Warmbier, and the injuries to his mother and father, Fred and Cindy Warmbier,” Judge Beryl Howell of the U.S. District Court for the District of Columbia said in her ruling. Pyongyang has blamed botulism and ingestion of a sleeping pill for Warmbier’s death and dismissed torture claims. Fred and Cindy Warmbier said in a statement they had promised their son justice. “We are thankful that the United States has a fair and open judicial system so that the world can see that the Kim regime is legally and morally responsible for Otto’s death,” the Warmbiers said. “We put ourselves and our family through the ordeal of a lawsuit and public trial because we promised Otto that we will never rest until we have justice for him,” they said. “Today’s thoughtful opinion by Chief Judge Howell is a significant step on our journey.” Howell’s ruling was a default judgment, a type of decision entered against a party that does not appear in court. Default judgements against foreign defendants are often difficult to collect. U.S. courts can compensate default judgment holders by ordering the seizure of funds or other assets located within the country, but that is unlikely in this case because sanctions prohibit North Korea from accessing the U.S. financial system. The ruling comes at a sensitive time in U.S.-North Korea diplomatic relations, as the two countries negotiate the dismantling of Pyongyang’s nuclear weapons programme. President Donald Trump has said Warmbier did not die in vain and his death helped initiate a process that led to a historic meeting this year between Trump and North Korean leader Kim Jong Un. Trump said in a Twitter message on Monday: “Christmas Eve briefing with my team working on North Korea – Progress being made. Looking forward to my next summit with Chairman Kim!” He gave no other details. U.S. officials have said a second meeting between Trump and Kim is likely in the new year. A student at the University of Virginia, Warmbier was imprisoned in North Korea for 17 months starting in January 2016. He had been visiting the country as a tourist. North Korea state media said he was sentenced to 15 years of hard labour for trying to steal an item bearing a propaganda slogan from his hotel. Additional reporting by Jan Wolfe; Editing by Mary Milliken and Cynthia Osterman All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
897," Britain would likely have to delay its departure from the European Union or rescind its exit notification “for the moment” if it wanted to put an “entirely new” Brexit proposal forward, Irish Foreign Minister Simon Coveney said on Sunday. “If there is an entirely new proposal coming from the UK, I think undoubtedly it would need a lot more time to be considered on the EU side and that would probably involve an extension of Article 50 or pulling Article 50 for the moment,” Coveney told RTE television when asked how the EU would react to a British parliamentary majority for an alternative to the current deal. “But I think that would be a big decision for the UK to make and (British Prime Minister) Theresa May has said she doesn’t want to do that,” Coveney said.",0
898," Britain’s main opposition Labour Party will do all it can to force the government to bring a vote on Prime Minister Theresa May’s Brexit deal to parliament next week, its election coordinator Andrew Gwynne said on Sunday. Gwynne, who is Labour’s policy chief for communities and local government, told the BBC’s Andrew Marr show: “We will be using whatever mechanisms we have at our disposal next week to try and force the government to bring forward that deal for a vote before Christmas.” He did not offer any detail how Labour would try to force the government to bring the vote forward.",0
899," The foreign minister of U.S. ally Bahrain has defended Australia’s formal recognition of West Jerusalem as Israel’s capital, saying the move would not affect a future Palestinian state with east Jerusalem as its capital. Australia’s government announced the decision on Saturday, reversing decades of Middle East policy, but said it would not immediately move its embassy there. The United States in May opened its embassy in Jerusalem. The Arab League had issued a statement criticising the Australian decision as “blatantly biased towards the positions and policies of the Israeli occupation”. But Bahraini minister Sheikh Khalid bin Ahmed al-Khalifa described the statement as “mere rhetoric and irresponsible”. “Australia’s stance does not impact the legitimate Palestinian demands, first among them being East Jerusalem as the capital of Palestine, and it does not contradict the Arab Peace Initiative,” he tweeted on Saturday. Sheikh Khalid has previously said Israel had the right to defend itself against Shi’ite Muslim Iran, which Bahrain blames for stoking unrest in the Sunni-ruled island state. Iran denies interfering in Bahrain. The status of Jerusalem, home to sites holy to the Muslim, Jewish and Christian faiths, is one of the biggest obstacles to a peace agreement between Israel and Palestinians who want East Jerusalem recognised as the capital of a Palestinian state. Israel regards all of Jerusalem as its capital, including the eastern sector that it annexed in a move not recognised internationally, after the 1967 Middle East war. The United Nations says the status of Jerusalem can be resolved only by negotiations. Israel Prime Minister Benjamin Netanyahu has on several occasions hinted at warmer relations with Gulf Arab states and made a surprise visit to Oman in October to meet with its ruler Sultan Qaboos bin Said. Israel has diplomatic relations with only two Arab states, Egypt and Jordan.",0
900," An executive of Turkey’s Halkbank sentenced to prison in an Iran sanctions-busting case in the United States may be returned to Turkey, Foreign Minister Mevlut Cavusoglu was quoted as saying on Tuesday. The case against Hakan Atilla, which President Tayyip Erdogan has condemned as a political attack against his government, is one of several issues that have strained relations between Washington and Ankara. Halkbank, which denies any wrongdoing, has since faced potential U.S. Treasury fines in relation to the case. However, recent a improvement in diplomatic ties has raised expectations that the lender may incur decreased or no fines. Following a briefing with Turkish media, the Hurriyet daily quoted Cavusoglu as saying that Atilla may return to Turkey. It did not provide further details. Shares of Halkbank were unchanged at 7.11 lira at 0851 GMT, outperforming a 1.13 percent decline in the index of bank stocks. New York prosecutors this month withdrew an appeal to extend Atilla’s sentence, which was set at 32 months in May, after he had already served 14 months. Last month, Cavusoglu said after talks with U.S. officials in Washington that the two sides had discussed returning Atilla to Turkey where he can serve the rest of his sentence. Erdogan has said he discussed the case of Halkbank with U.S. President Donald Trump, saying the talks were on a “positive path”. The relations between the NATO allies have shown significant improvement after an American evangelical pastor, who had been in jail and house arrest in Turkey for two years, was freed in October. The recent U.S. decision to withdraw from Syria has also lifted a major source of disagreement, one stemming from U.S. support for the Kurdish YPG militia. Ankara consider the militia a terrorist organisation.",0
901," Saif al-Islam Gaddafi, the most prominent son of the former Libyan leader, should play a role in his country’s political life, Russian Deputy Foreign Minister Mikhail Bogdanov was cited as saying on Monday by the RIA news agency. RIA said that one of Saif’s representatives had delivered a letter from him to Moscow earlier this month in which he had set out ideas for the political future of Libya and that Saif was in regular contact with Russia. Western powers and the United Nations are pushing for the North African country to hold elections next year after a national conference to try to end seven years of conflict in the oil producer. Saif’s father was toppled and killed in a 2011 revolt. Saif, who was detained afterwards before later being freed, was seen by some as a potential reformist successor to his father in the years before 2011 and remains a key figure for Gaddafi loyalists. “We support everyone. We believe that nobody should be isolated or excluded from a constructive political role,” RIA cited Bogdanov as saying. “That’s why we are maintaining contacts with all groups who are based in the west, east and south of the country ... Saif al-Islam has the backing of specific tribes in specific areas of Libya and all this should be part of the overall political process with the participation of other political forces.” Russia is also in close contact with Libyan commander Khalifa Haftar who dominates eastern Libya and has visited Moscow and held talks with top officials.",0
902," Thailand approved marijuana for medical use and research on Tuesday, the first legalisation of the drug in a region with some of the world’s strictest drug laws. The junta-appointed parliament in Thailand, a country which until the 1930s had a tradition of using marijuana to relieve pain and fatigue, voted to amend the Narcotic Act of 1979 in an extra parliamentary session handling a rush of bills before the New Year’s holidays. “This is a New Year’s gift from the National Legislative Assembly to the government and the Thai people,” said Somchai Sawangkarn, chairman of the drafting committee, in a televised parliamentary session. While countries from Colombia to Canada have legalised marijuana for medical or even recreational use, the drug remains illegal and taboo across much of Southeast Asia, which has some of the world’s harshest punishments for drug law violations. Marijuana traffickers can be subject to the death penalty in Singapore, Indonesia and Malaysia. But in Thailand, the main controversy with legalisation involved patent requests by foreign firms that could allow them to dominate the market, making it harder for Thai patients to access medicines and for Thai researchers to access marijuana extracts. “We’re going to demand that the government revoke all these requests before the law takes effect,” said Panthep Puapongpan, Dean of the Rangsit Institute of Integrative Medicine and Anti-Aging. Some Thai advocates hope that Tuesday’s approval will pave the way for legalisation for recreational use. “This is the first baby step forward,” said Chokwan Chopaka, an activist with Highland Network, a cannabis legalisation advocacy group in Thailand. Writing by Patpicha Tanakasempipat; Editing by Edmund Klamann All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
903," Senior Chinese and Pakistani diplomats discussed on Tuesday “new changes” to the situation in Afghanistan, China’s foreign ministry said, amid plans by the United States to withdraw about half of the 14,000 U.S. troops based in the country. U.S. officials have told Reuters that President Donald Trump has issued verbal orders to plan for a drawdown of close to 7,000 U.S. troops. The White House and the Pentagon have not yet commented publicly. China, a close ally of Pakistan, has been deepening its economic and political ties with Kabul and is using its influence to try to bring the two uneasy neighbours closer. Meeting in Beijing, the Chinese government’s top diplomat State Councillor Wang Yi and Pakistani Foreign Minister Shah Mahmood Qureshi had a “deep discussion about new changes to the situation in Afghanistan and reached a broad consensus”, China’s Foreign Ministry said. “Both sides believe that military means cannot resolve the Afghanistan issue, and promoting political reconciliation is the only realistic way,” the ministry said in its short statement. “The two sides welcome the various efforts made by all parties and are willing to maintain close communication and strategic coordination.” There was no direct mention of the planned U.S. troop drawdown. Chinese Foreign Ministry spokeswoman Hua Chunying, speaking at a daily news briefing, reiterated the statement and did not answer a question on whether the meeting was connected to the U.S. troop withdrawal. Wang visited Kabul earlier this month, where he pledged to help Afghanistan and Pakistan overcome their longstanding suspicions of each other. China has long worried about the effect of instability in Afghanistan on China’s violence-prone far western region of Xinjiang, home to the mostly Muslim Uighur people and where China says it faces a threat from Islamist militants.",0
904," Turkey and the United States have agreed to complete their agreement on the Syrian town of Manbij by the time the full U.S. withdrawal from Syria is completed, the state-owned Anadolu news agency cited the foreign minister as saying on Tuesday. Under the Manbij roadmap, Turkey and the United States agreed to a complete withdrawal of the Kurdish YPG militia from the town. Ankara considers the YPG a terrorist organisation. Foreign Minister Mevlut Cavusoglu will travel to Russia to discuss the process of withdrawal in the coming days, broadcaster CNN Turk said.",0
905," A tsunami killed at least 222 people and injured hundreds on the Indonesian islands of Java and Sumatra following an underwater landslide believed to have been caused by the erupting Anak Krakatau volcano, officials said. Indonesia sits on the geologically active Pacific Ring of Fire and is regularly hit by earthquakes. Here are some of the major quakes and tsunamis in recent years: - 2004: A massive 9.1 magnitude quake on the western coast of Indonesia’s Aceh province in northern Sumatra on Dec. 26 triggered a tsunami that struck 14 countries, killing 226,000 people along the Indian Ocean coastline, more than half of them in Aceh. - 2005: A series of strong quakes hit the western coast of Sumatra in late March and early April. Hundreds died in Nias Island, off the coast of Sumatra. - 2006: A shallow quake rocked the area around ancient royal city of Yogyakarta in Java killing at least 5,500 and destroying or damaging 150,000 homes. - 2006: A 6.8 magnitude quake hit south of Java, Indonesia’s most populated island, triggering a tsunami that smashed into the southern coast, killing nearly 700 people. - 2009: A 7.6 magnitude quake struck near the city of Padang, capital of West Sumatra province. More than 1,100 people were killed. - 2010: A 7.5 magnitude quake hit one of the Mentawai islands, off Sumatra, triggering a tsunami of up to 10 metres that destroyed dozens of villages and killed around 300 people. - 2016: A shallow quake hit the Pidie Jaya regency in Aceh, causing destruction and panic as people were reminded by the devastation of the deadly 2004 quake and tsunami. No tsunami was triggered, but more than 100 were killed by fallen buildings. - 2018: Major quakes hit Indonesia’s tourist island of Lombok, killing more than 500 people, mostly on the northern side of the island. - 2018: More than 2,000 people were killed by a powerful earthquake and tsunami that hit the city of Palu, on the west coast of Sulawesi island. Editing by Nick Macfie, Ed Davies and David Stamp All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
906," Pope Francis led the world’s Roman Catholics into Christmas on Monday, urging people in the developed world to seek a simpler, less materialistic life and condemning the yawning gap between the rich and the poor. Francis, 82, marking the sixth Christmas of his papacy, led a solemn service for nearly 10,000 people in St. Peter’s Basilica for his traditional Christmas Eve Mass. Security has been tight around the Vatican and many other tourist areas in Rome for the Christmas season. Last week police in southern Italy arrested a Somali man suspected of having been a member of Islamic State and who had threatened to bomb churches in Italy, including St. Peter’s. In his homily, Francis said the infant Jesus, born in poverty in a stable, should make everyone, particularly those who have become “greedy and voracious,” reflect on the real meaning of life. “... Let us ask ourselves: Do I really need all these material objects and complicated recipes for living? Can I manage without all these unnecessary extras and live a life of greater simplicity?” Francis said. “In our day, for many people, life’s meaning is found in possessing, in having an excess of material objects. An insatiable greed marks all human history, even today, when, paradoxically, a few dine luxuriantly while all too many go without the daily bread needed to survive,” he said. Francis, the first pope from Latin America, has made defending the poor a hallmark of his papacy. On Saturday, the Vatican said he had given the homeless in Rome a Christmas gift of a new clinic in St. Peter’s Square where they can get free medical help. The Catholic charity Caritas estimated late last year that there are more than 16,000 homeless in Rome and their number congregating near the Vatican has grown visibly in recent years, especially at night when they cluster under arcades to sleep. Monday night’s Christmas Eve papal Mass was the first held with a new, energy-saving lighting system for the largest church in Christendom. It employs 100,000 LEDs (light emitting diodes), using only 10 percent of the energy of the previous system. On Christmas Day on Tuesday, Francis will deliver his twice-yearly “Urbi et Orbi” (to the city and the world) message from the central balcony of St. Peter’s Basilica, the same balcony where he first appeared after his election on March 13, 2013.",0
907," Filing past a 16-meter (52-ft) Christmas tree in Manger Square, visitors from all over the world made a Christmas Eve pilgrimage to Bethlehem, the town revered as the birthplace of Jesus. The Palestinian town in the Israeli-occupied West Bank is enjoying its busiest Christmas in years, with hotels nearly fully booked and the security situation relatively calm. Lines of pilgrims squeezed through a narrow sandstone entrance to the Church of the Nativity to visit the grotto where Christian faithful believe Jesus was born. “This place is wonderful. I feel like the real Christmas (is celebrated) here,” said Joseph Ahlan, a pilgrim from Malaysia. Maria Moeva, a visitor from Bulgaria, said she could feel “all the passion of the people who are here to celebrate the birth of Christ”. The acting Latin Patriarch of Jerusalem, Archbishop Pierbattista Pizzaballa, led an annual procession from Jerusalem to Bethlehem and will later celebrate Midnight Mass in the Church of the Nativity, originally built in the 4th century. In Manger Square, visitors were entertained by choirs singing carols, bagpipe players and a Palestinian scouts’ marching band. While the security situation has eased since a wave of Palestinian knife and car-ramming attacks in 2015, Israeli roadblocks and a six-meter Israeli-built concrete separation barrier that snakes around the town are still part of the Bethlehem vista. Palestinians see the barrier as a land grab, in territory they are seeking as part of a state of their own. Israel, which captured the West Bank in a 1967 war, says the fences and walls it has erected help prevent Palestinian attacks. Writing by Jeffrey Heller in Jerusalem; Editing by Hugh Lawson All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
908," A balloon launched by a Mexican girl and carrying her Santa present list floated over the U.S. border wall and was found by an Arizona man who granted the 8-year-old’s Christmas wishes. Randy Heiss, 60, was out walking his dog in Patagonia, Arizona, about 20 miles northeast of the border, on Dec. 16 when he found the deflated red balloon and the present list attached with a red ribbon. On the outside of the note was the name “Dayami,” and inside were the girl’s top-10 present choices written in Spanish. Top of the list was “Enchantimals” - animated human-animal figures - and a house for them, followed by painting and drawing supplies and slime. Heiss suspected the balloon had drifted from the Mexican border city of Nogales, Sonora. He took to social media and contacted popular Nogales radio station XENY via Facebook, according to Nogales International, a newspaper in the U.S. city of the same name. XENY reporter Cesar Barron began broadcasting Heiss’ story on Wednesday and within an hour Dayami’s family got in touch. XENY suggested Heiss and his wife meet the girl. The couple bought most of the presents on her wish list, although the Enchantimals doll house was sold out, plus gifts for the girl’s 4-year-old sister, Ximena, and made the 45-minute drive to Nogales, Mexico. When they met Dayami and Ximena at the radio station, Heiss and his wife said they were ""Santa's helpers"" and handed over the presents, to the girls' delight, video bit.ly/2SkmX0K posted by XENY's Barron showed. Heiss’ only son died nine years ago and sharing Christmas with children was something he and his wife had been missing, he told local NBC television station KPNX in Arizona. “There’s a 20-foot-tall wall along the border, we’ve got concertina wire stretched across it now, but nothing is going to stop the faith of a child and her Christmas wishes,” Heiss told the TV station. On Monday, the rest of Dayami’s Christmas wishes came true. A lawyer in Los Angeles, California, sent her the Enchantimals doll house after he read in the Washington Post that she did not get one, Barron said in a video bit.ly/2PXvEMJ post on Facebook showing Dayami and her latest gifts.",0
